,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Furnish Type,Price
713,2BR Unfurnished Apartment with AC at 28th Floor Sentra Timur Residence By Travelio,2,1,40,3,2200,"Jl. Sentra Primer Timur, RT.5/RW.8, Pulo Gebang, Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13950",1,Unfurnished,1799999
714,Studio Unfurnished with AC at 30th Floor Bassura City Apartment By Travelio,0,1,20,2,900,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Unfurnished,1949999
715,Unfurnished Studio with AC at Pluit Sea View Apartment By Travelio,0,1,24,2,900,"Perkantoran dan Pergudangan Muara Baru II Blok A8, Jalan Muara Baru Raya, RT. 005 / RW. 003, Penjaringan, RT.5/RW.3, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",1,Unfurnished,1999999
716,Unfurnished 2BR with AC at 10th Floor East Park Apartment By Travelio,2,1,33,3,1300,"Jl. Dr. KRT Radjiman Widyodiningrat, Jatinegara, Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",1,Unfurnished,2099999
717,Unfurnished Studio at Sentraland Cengkareng Apartment By Travelio,0,1,22,2,1300,"Jl. Kapuk Cengkareng, RT.22/RW.16, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,Unfurnished,2099999
718,Unfurnished Studio at 18th Floor Pancoran Riverside Apartment By Travelio,0,1,25,2,1300,"Jalan Pengadegan Timur I No. 30, RT.06 / RW.01, Pengadegan, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770",1,Unfurnished,2099999
719,Unfurnished 2BR with AC at Gateway Pesanggrahan Apartment By Travelio,2,1,33,3,1300,"Jln. Ciledug Raya no.15 Pesanggrahan, Jakarta Selatan",-1,Unfurnished,2099999
720,Unfurnished Studio Room at 12th Floor Puri Orchard Apartment By Travelio,0,1,26,2,1300,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Unfurnished,2099999
721,Studio Unfurnished with AC @ Tifolia Apartment By Travelio,0,1,21,2,1300,"Jl. Perintis Kemerdekaan No.2, RW.16, Kayu Putih, Pulo Gadung, Kota Jakarta Timur, Jakarta 13210",1,Unfurnished,2199999
722,2BR Unfurnished at 26th Floor Green Bay Pluit Apartment with AC By Travelio,2,1,35,4,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Unfurnished,2299999
723,Unfurnished with AC 2BR at Kalibata City Apartment By Travelio,2,1,33,3,1300,"Jl. Taman Makam Pahlawan, RT.9/RW.4, Rawajati, Pancoran, Kalibata, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12740",-1,Unfurnished,2349999
724,Unfurnished Studio Room with AC at Citra Living Apartment By Travelio,0,1,17,2,1300,"Jl. Peta Barat, RT.1/RW.7, Kalideres, Jakarta Barat, Jakarta 11840",1,Unfurnished,2449999
725,Unfurnished 2BR Apartment Taman Semanan Indah with AC and Water Heater By Travelio,2,1,44,3,2200,"Jl. Taman Semanan Raya, RT.3/RW.11, Duri Kosambi, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750",-1,Unfurnished,2499999
726,1BR Unfurnished at Puri Orchard Apartment with AC By Travelio,1,1,35,2,2200,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Unfurnished,2499999
727,Unfurnished 2BR with AC at 25th Floor Bassura City Apartment By Travelio,2,1,30,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Unfurnished,2499999
728,Unfurnished 2BR with AC at MT. Haryono Apartment By Travelio,2,1,30,3,1300,"Jalan Otista No. 60, RT. 4 / RW. 12, Bidara Cina, Jatinegara, RT.11/RW.12, RT.11/RW.12, Kp. Melayu, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330",-1,Unfurnished,2499999
729,Unfurnished 2BR with AC at Gading Icon Apartment near Kelapa Gading By Travelio,2,1,40,2,1300,"Jalan Perintis Kemerdekaan Kav. 99, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta 14240",1,Unfurnished,2500000
730,Unfurnished 2BR with AC at Paradise Mansion Apartment By Travelio,2,1,44,3,2200,"Jl Satu Maret Pegadungan, RT.9/RW.4, Pegadungan, Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11830",1,Unfurnished,2519999
731,2BR Unfurnished with AC at The Oak Tower Apartment By Travelio,2,1,43,3,2200,"Jl. Perintis Kemerdekaan Kav. 99, Pulo Gadung, RT.3/RW.2, Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13260",1,Unfurnished,2624999
732,Unfurnished 1BR Apartment with AC at 18th Floor Puri Mansion By Travelio,1,1,37,2,3500,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Unfurnished,2999999
733,Strategic 2BR Unfurnished at Maple Park Apartment with AC By Travelio,2,1,50,3,2200,"Jalan HBR Motik No.2, RT.18/RW.5, Sunter Agung, Kota Jkt Utara, 14350",1,Unfurnished,2999999
734,1BR Unfurnished with AC at High Floor Puri Mansion Apartment By Travelio,1,1,37,2,3500,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Unfurnished,2999999
735,Unfurnished 2BR at 27th Floor Marina Ancol Apartment with AC By Travelio,2,1,48,4,2200,"Jl. Lodan Raya No.2, RT.8/RW.11, Ancol, Pademangan, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14430",1,Unfurnished,3079999
736,2BR Unfurnished Apartment at 11th Floor Mediterania Marina Ancol with AC By Travelio,2,1,45,4,2200,"Jl. Lodan Raya No.2, RT.8/RW.11, Ancol, Pademangan, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14430",1,Unfurnished,3079999
737,2BR Unfurnished Apartment at 2nd Floor Belmont Residence By Travelio,2,1,43,4,2200,"Jalan Lapangan Bola, Meruya Ilir, RT.8/RW.7, Srengseng, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,Unfurnished,3099999
738,Unfurnished Studio at 22nd Floor T-Plaza Apartment By Travelio,0,1,24,2,1300,"Jl. Penjernihan 1, RT.10/RW.6, Bendungan Hilir, Tanah Abang, Kota Jakarta Pusat, Jakarta 10210",1,Unfurnished,3199999
739,Unfurnished 2BR with AC at Elpis Apartment near Mangga Dua and Ancol By Travelio,2,1,42,3,2200,"Jalan Gunung Sahari XII No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,Unfurnished,3249999
740,Unfurnished Studio with AC at West Vista Apartment By Travelio,0,1,30,2,2200,"Jalan Lingkar Luar No.8, Duri Kosambi, Cengkareng, RT.6/RW.8, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,Unfurnished,3300000
741,2BR Unfurnished at 6th Floor Citra Living Apartment By Travelio,2,1,39,4,2200,"Jl. Peta Barat, RT.1/RW.7, Kalideres, Jakarta Barat, Jakarta 11840",1,Unfurnished,3499999
742,Unfurnished Studio at 8th Floor Signature Park Grande Apartment By Travelio,0,1,25,2,1300,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Unfurnished,3499999
743,New Room 1BR Unfurnished with AC Ciputra International Apartment By Travelio,1,1,43,2,2500,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Unfurnished,3599999
744,3BR Unfurnished 25th Floor Mediterania Gajah Mada Apartment By Travelio,3,1,48,3,2200,"Jl. Gajah Mada No.173, Keagungan, Tamansari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11130, Indonesia",1,Unfurnished,3700000
745,Unfurnished 1BR Apartment with AC at 8th Floor Woodland Park Residence By Travelio,1,1,40,2,2200,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Unfurnished,3709999
746,Unfurnished SOHO Studio Apartment The Mansion Kemayoran with AC By Travelio,0,1,40,2,4400,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Unfurnished,3749999
747,Unfurnished 1BR with AC at 28th Floor GP Plaza Apartment By Travelio,1,1,37,2,3520,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,Unfurnished,3750000
748,Unfurnished 1BR at 17th Floor GP Plaza Apartment with AC By Travelio,1,1,32,2,3520,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,Unfurnished,3750000
749,Unfurnished Studio Apartment at 9th Floor Nine Residence By Travelio,0,1,38,2,2200,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Unfurnished,3849999
750,Unfurnished 2BR at 28th Floor with AC Puri Mansion Apartment By Travelio,2,1,63,4,2200,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Unfurnished,4099999
751,Unfurnished 1BR Apartment with AC at Gallery West Residence By Travelio,1,1,51,2,2200,"Jl. Panjang No.5, RT.11/RW.10, Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",1,Unfurnished,4199999
752,2BR Unfurnished at 1st Floor Signature Park Grande Apartment By Travelio,2,1,43,3,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Unfurnished,4199999
753,2BR Unfurnished at 15th Floor Puri Mansion Apartment with AC & Kitchen Set By Travelio,2,1,49,4,4400,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Unfurnished,4299999
754,Unfurnished 3BR 29th Floor with AC at Grand Palace Kemayoran Apartment By Travelio,3,2,81,5,3500,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Unfurnished,4499999
755,Capacious Unfurnished 3BR Apartment Grand Palace Kemayoran with AC By Travelio,3,1,116,4,3500,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,5,4799999
756,Unfurnished 3BR Apartment with AC at Taman Kemayoran Condominium By Travelio,3,2,90,6,3300,"Jalan H. Benyamin Suaeb, RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kec. Kemayoran, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 10630",1,Unfurnished,4999999
757,3BR Unfurnished at 8th with AC + Bathtub @ Puri Mansion Apartment By Travelio,3,1,68,6,2200,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Unfurnished,5399999
758,Unfurnished 3BR at 8th floor with AC and Bathtub @ Puri Mansion Apartment By Travelio,3,1,68,6,2200,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Unfurnished,5399999
759,Unfurnished Studio Apartment with AC at The Newton Ciputra World 2 By Travelio,0,1,23,2,2200,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Unfurnished,5499999
760,Unfurnished Studio with AC at The Newton Ciputra World 2 Apartment By Travelio,0,1,25,2,2200,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Unfurnished,5499999
761,Combined Unfurnished 3BR Puri Mansion Apartment with AC By Travelio,3,2,89,3,5500,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Unfurnished,5999999
762,Unfurnished 2BR Apartment with AC at 12th Floor Gallery West Residence By Travelio,2,2,85,3,3500,"Jl. Panjang No.5, RT.11/RW.10, Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11530",1,Unfurnished,6299999
763,Unfurnished 2BR with AC & Private Lift Grand Madison Apartment By Travelio,2,1,51,3,4400,"Kawasan Podomoro City, Kelurahan Tanjung Duren Selatan, Kecamatan Grogol Petamburan, Wilayah Jakarta Barat.",1,Unfurnished,6299999
764,Unfurnished 2BR + Maid Room with AC at L'Avenue Apartment By Travelio,2,1,100,4,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Unfurnished,7899999
765,Unfurnished 2BR with AC at L'Avenue Apartment By Travelio,2,1,70,3,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Unfurnished,7899999
766,Unfurnished 2BR with AC at 7th Floor St Moritz Apartment with City View By Travelio,2,2,82,3,4400,"Puri Indah CBD Blok U 1, Jl. Puri Indah Raya, RT.3/RW.2, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Unfurnished,7999999
767,Unfurnished Studio with AC at 18th Floor GP Plaza Apartment By Travelio,0,1,22,2,2200,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,Unfurnished,8000000
768,Unfurnished 2BR Apartment with AC at 26th Floor Casa Grande Residence By Travelio,2,2,64,3,4400,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Unfurnished,8399999
769,Unfurnished Loft Studio at 28th Floor Neo Soho Apartment with AC By Travelio,0,2,96,2,5500,"Kawasan Podomoro City, Kel.Tanjung Duren, Kec.Grogol Petamburan, Jakarta Barat",-1,Unfurnished,8599999
770,Unfurnished 3BR at 29th Floor Casa Domaine Apartment with AC By Travelio,3,3,147,3,21000,"Jalan KH. Mas Mansyur Kav. 1 RT.6/RW.8, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Unfurnished,15000000
771,3BR Unfurnished at 16th Floor Kintamani Apartment with AC By Travelio,3,2,130,6,7200,"Jl. Prapanca Raya, RT.10/RW.11, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720",1,Unfurnished,17500000
772,Unfurnished 1BR with AC at 15th Floor SOHO Pancoran Apartment By Travelio,1,2,132,2,5600,"MT Haryono St No.Kav. 2-3, RT.1/RW.6, West Tebet, Tebet, South Jakarta City, Jakarta 12810",1,Unfurnished,19000000
