,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Furnish Type,Price
299,Strategic 2BR Elpis Apartment near Mangga Dua and Ancol By Travelio,2,1,40,4,1300,"Jalan Gunung Sahari XII No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,Full Furnished,4999999
300,Good View 2BR Bintaro Park View Apartment By Travelio,2,1,36,4,2200,"Jl. Bintaro Permai No. 35-36, Pesanggrahan, Rt.5/Rw.3, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320",1,Full Furnished,5000000
301,Homey and Relax Studio Apartment at Cervino Village Residence By Travelio,0,1,21,2,1300,"Jl. KH. Abdullah Syafei Kav. 27, RT.17/RW.1, Tebet Barat, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",1,Full Furnished,5000000
302,Cozy Stay 2BR Menteng Square Apartment By Travelio,2,1,30,3,2300,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,5000000
303,Elegant and Relaxing Studio Apartment H Residence By Travelio,0,1,37,2,1300,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,5000000
304,Comfortable 1 BR The Mansion Kemayoran Tower Gloria By Travelio,1,1,33,2,5500,"Jl. Trembesi Blok D Bandar Baru Kompleks Kemayoran, Jakarta 14410.",1,Full Furnished,5000000
305,Comfy and Relax 2BR at Green Bay Pluit Apartment By Travelio,2,1,42,4,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,5000000
306,Homey and Compact 2BR Gading Greenhill Apartment By Travelio,2,1,48,3,2200,"Jl. Pegangsaan Dua No.97, RT.10/RW.3, Pegangsaan Dua, Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",1,Full Furnished,5000000
307,Best and Strategic Studio at Tamansari The Hive Apartment By Travelio,0,1,31,2,1300,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,5000000
308,Strategic Studio Apartment at Capitol Park Residence By Travelio,0,1,23,2,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,5025950
309,2BR Cozy at Green Bay Apartment Baywalk By Travelio,2,1,60,3,3500,"Jalan Pluit Karang Ayu B1 Utara, Pluit, Penjaringan, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,5047765
310,Close to Pool Studio Apartment Sky Terrace at Daan Mogot Baru By Travelio,0,1,28,2,1600,"Jalan Kintamani Raya No.2, RT.8/RW.12, Kalideres, Kota Jakarta Barat, 11840",1,Full Furnished,5049179
311,Comfy Studio at Capitol Park Apartment By Travelio,0,1,23,2,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,5049999
312,Best Price Studio at Tamansari The Hive Apartment By Travelio,0,1,27,2,2200,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4553999
313,Simply Spacious Studio Room at City Home Apartment near Kelapa Gading By Travelio,0,1,35,2,1,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5068749
314,Cozy and Strategic Studio at Tamansari Semanggi Apartment By Travelio,0,1,26,2,2200,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,4574999
315,Exclusive Studio Tamansari The Hive Apartment in Strategic Location By Travelio,0,1,27,2,2200,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4580999
316,Central Jakarta Studio at Capitol Park Apartment By Travelio,0,1,23,2,2200,"Jl. Salemba Raya No.16, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,5090000
317,Best and Strategic Studio at GP Plaza Apartment By Travelio,0,1,29,2,2200,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,Full Furnished,4941809
318,Spacious 1BR Apartment at Green Bay Pluit By Travelio,1,1,49,3,1,"Jalan Pluit Karang Ayu B1 Utara, Pluit, Penjaringan, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,5100000
319,Comfy 1BR at The Mansion Kemayoran Apartment By Travelio,1,1,29,2,5500,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,5100000
320,Gorgeous and Strategic Studio Apartment at Capitol Park Residence By Travelio,0,1,23,2,1300,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,5114085
321,Strategic and Cozy Studio Apartment at Capitol Park Residence By Travelio,0,1,23,2,1200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,4626469
322,Best Price 3BR Greenbay Apartment beside Baywalk By Travelio,3,1,49,5,1,"Jalan Pluit Karang Ayu B1 Utara, Pluit, Penjaringan, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,5144999
323,Fully Furnished with Cozy Studio GP Plaza Apartment By Travelio,0,1,29,2,1300,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,Full Furnished,5155352
324,Cozy and Stylish 1BR Apartment Royal Mediterania Garden By Travelio,1,1,33,2,2200,"Jalan Letjend. S. Parman Kav. 28, Tanjung Duren Selatan, Grogol Petamburan, RT.9/RW.5, RT.3/RW.5, Jakarta Barat, 11470",1,Full Furnished,5084999
325,Modern 2BR Apartment @Seasons City By Travelio,2,1,42,3,1,"Jl. Prof. Dr. Latumenten No.33, Jembatan Besi, Tambora, RT.13/RW.1, Jemb. Besi, Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11320",1,Full Furnished,5241899
326,Newly Furnished 2BR at Elpis Apartment By Travelio,2,1,40,4,2200,"Jalan Gunung Sahari XII No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,Full Furnished,5249999
327,Homey & Vintage 2BR @ Sudirman Park Apartment By Travelio,2,1,54,3,3500,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,4250087
328,1BR at Puri Mansion Apartment near Puri Indah Mall By Travelio,1,1,37,2,2200,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,4272199
329,2 BR Apartment Palazzo/Grand Palace Kemayoran By Travelio,2,2,70,5,3500,"Jl. H. Benyamin Suaeb Blok A5, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,5281957
330,Cozy Studio Tamansari The Hive Apartment By Travelio,0,1,33,2,2200,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak Jatinegara East Jakarta City, Jakarta 13340",1,Full Furnished,5301637
331,2BR Bassura City Apartment Connect to Swimming Pool By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5324999
332,Spacious Studio The Lavande Residence Apartment near Kota Kasablanka By Travelio,0,1,29,2,2200,"Jalan Professor Doktor Soepomo No.231, RT.7/RW.1, Menteng Dalam, Tebet, RT.7/RW.1, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,5332378
333,Relax Studio Apartment at Capitol Park Residence By Travelio,0,1,28,2,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,5334336
334,Best Price Studio Apartment at Lexington Residence By Travelio,0,1,31,2,1300,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,5337499
335,Wonderful 2BR at MOI Kelapa Gading Apartment By Travelio,2,1,35,3,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5187499
336,Strategic and Cozy 2BR Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5362499
337,Minimalist and Cozy 1BR Cosmo Terrace at Thamrin Apartment By Travelio,1,1,41,2,2200,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,4837028
338,Spacious 2BR at Patria Park Apartment near Airport By Travelio,2,1,43,3,2300,"Jalan DI. Panjaitan Kav. 5-7, Jatinegara, RT.5/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13350",-1,Full Furnished,5234999
339,Amazing 1BR Apartment at The Wave @ Rasuna Epicentrum By Travelio,1,1,40,2,2200,"Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, RT.5/RW.1, Kuningan, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,5236780
340,Classic Studio Apartment at The Lavande Residence By Travelio,0,1,31,2,2200,"Jalan Professor Doktor Soepomo No.231, RT.7/RW.1, Menteng Dalam, Tebet, RT.7/RW.1, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,5393249
341,Cozy and Elegant 1BR at The Wave Apartment Kuningan By Travelio,1,1,40,2,2200,"Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, RT.5/RW.1, Kuningan, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,5424655
342,Best Choice 2BR Apartment at Westmark with City View By Travelio,2,1,30,3,2200,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,Full Furnished,5428749
343,2BR Apartment at Elpis Residence near Ancol and Kemayoran By Travelio,2,1,42,3,2200,"Jalan Gunung Sahari XII No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,Full Furnished,5433794
344,Comfy 1BR @ GP Plaza Apartment By Travelio,1,1,42,2,1,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,Full Furnished,5452499
345,Great Choice 2BR at Green Pramuka Apartment By Travelio,2,1,33,3,2200,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,5487499
346,Elegant and Comfy 2BR above Mall at Bassura City Apartment By Travelio,2,1,37,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5500000
347,Simply Clean and Spacious Studio Signature Park Grande Apartment By Travelio,0,1,27,2,1300,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5500000
348,Modern 2BR at City Home Apartment with Sofa Bed near MOI By Travelio,2,1,45,4,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5500000
349,Cozy Stay 2BR Mediterania Boulevard Apartment By Travelio,2,1,43,3,2200,"Jl. Landas Pacu Utara Selatan Blok A1 No. 2, Kebon Kosong, Kemayoran, Jakarta Pusat 10630",1,Full Furnished,5500000
350,Good Location with Simply Furnished 1BR Apartment Woodland Park By Travelio,1,1,40,2,2200,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,5500000
351,Modern and Brand New Studio The H Residence By Travelio,1,1,37,2,2200,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,5364599
352,Comfy 1BR Apartment at Cosmo Terrace By Travelio,1,1,45,2,2200,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,4515399
353,1BR City View Apartment at Cosmo Mansion By Travelio,1,1,36,2,1300,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5544999
354,Cozy with Minimalist Style Studio Apartment Nine Residence By Travelio,0,1,29,2,1300,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,5006249
355,Strategic and Comfy 2BR City Home MOI Apartment By Travelio,2,1,45,4,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5572249
356,Commodious 1BR at Gardenia Boulevard Apartment By Travelio,1,1,33,2,1300,"Jl. Warung Jati Barat No.12, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",1,Full Furnished,5574999
357,Stunning 2BR at Bassura City Cipinang Apartment By Travelio,2,1,34,4,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5600000
358,Cozy Studio Lexington Apartment with Semi Private Lift By Travelio,0,1,37,2,3300,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,5109814
359,Elegant 2BR Bassura City Cipinang Apartment By Travelio,2,1,30,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5610199
360,Modern 1BR at Kuningan Place Apartment near Shopping Mall By Travelio,1,1,39,2,1,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,4612499
361,Best Price Studio Apartment at Capitol Park Residence By Travelio,0,1,23,2,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,5618749
362,Chic and Cozy 2BR Apartment at Pasar Baru Mansion By Travelio,2,1,49,3,2200,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,Full Furnished,4776999
363,Comfort and Simply Studio Tamansari Semanggi Apartment By Travelio,0,1,37,2,2200,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,5472408
364,Comfortable 2BR at Signature Park Tebet Apartment By Travelio,2,1,31,4,6600,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",1,Full Furnished,5630399
365,Minimalist Style 2BR Pakubuwono Terrace Apartment By Travelio,2,1,38,3,3500,"Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,Full Furnished,5631759
366,1BR Apartment with City View @ Cosmo Mansion By Travelio,1,1,38,2,1300,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5639709
367,Gorgeous 2BR City Home Apartment near MOI By Travelio,2,1,45,4,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5647059
368,Cozy Living 1BR Kuningan Place Apartment By Travelio,1,1,39,1,2200,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,5149999
369,Newly Furnished 2BR Apartment at Westmark Tanjung Duren By Travelio,2,1,37,3,2200,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,Full Furnished,5504220
370,Strategic Place 2BR Pasar Baru Mansion Apartment By Travelio,2,1,49,3,2200,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,Full Furnished,5655999
371,Highest Value Studio Apartment at Lexington Residence By Travelio,0,1,35,2,1300,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,5105691
372,Comfy 2BR Apartment Salemba Residence By Travelio,2,1,46,4,2200,"Jalan Salemba Tengah II nomor 10, Jakarta Pusat",1,Full Furnished,5676199
373,Best Deal 2BR Westmark Apartment with City View By Travelio,2,1,37,2,2200,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,Full Furnished,5695612
374,Cozy 2BR Puri Orchard Apartment By Travelio,2,1,53,3,3500,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,5706389
375,Strategic and Best Choice Studio Apartment Thamrin Executive By Travelio,0,1,26,2,1300,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5725436
376,Cozy 2BR Bassura City Apartment with Mall Access By Travelio,2,1,34,4,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5750454
377,1BR Apartment at Cosmo Mansion near Grand Indonesia By Travelio,1,1,37,2,1300,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5750464
378,City View 1BR Apartment at Woodland Park Residence By Travelio,1,1,39,2,2200,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,5772690
379,Simply Furnished 2BR @ Puri Orchard Apartment By Travelio,2,1,50,4,3500,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,5775000
380,Elegant Studio The Hive Tamansari Apartment By Travelio,0,1,28,2,2200,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak Jatinegara East Jakarta City, Jakarta 13340",1,Full Furnished,5775000
381,High Floor Studio with City View at Menteng Park Apartment By Travelio,0,1,28,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,5199749
382,Comfort Studio at Menteng Park Apartment By Travelio,0,1,28,2,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,5277499
383,Strategic for 4 Pax 2BR City Home Apartment near MOI By Travelio,2,1,45,4,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5632499
384,Brand New and Modern 1BR Signature Park Grande Apartment By Travelio,1,1,38,2,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5799999
385,Cozy 1BR at Green Bay Condominium Apartment By Travelio,1,1,42,3,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,Full Furnished,5809999
386,2Bedroom Sky Terrace Apartment with Pool View By Travelio,2,1,50,4,2200,"Jalan Kintamani Raya No.2, RT.8/RW.12, Kalideres, Kota Jakarta Barat, 11840",1,Full Furnished,5811969
387,Minimalist and Cozy 1BR Apartment at The Boulevard By Travelio,1,1,41,2,2200,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,Full Furnished,4368749
388,Fabulous Studio Ambassade Apartment By Travelio,0,1,33,2,2200,"Jalan Denpasar Raya Kav. 5-7, Kuningan, RT.16/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,5845374
389,Modern Studio at Titanium Square Apartment By Travelio,0,1,37,2,1600,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710",1,Full Furnished,5850000
390,Good Location @ 2BR City Home MOI Apartment By Travelio,2,1,45,4,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5857999
391,Cozy 1BR H Residence Apartment near MT Haryono By Travelio,1,1,46,2,2200,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,5893945
392,Comfort and Elegant 1BR Green Bay Condominium Apartment By Travelio,1,1,44,4,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,Full Furnished,5896836
393,Spacious Studio Room at Capitol Suites Apartment By Travelio,0,1,35,2,2200,"Jalan Prapatan Raya Nomor 20-22, Kelurahan Senen, Kecamatan Senen, Jakarta Pusat, Propinsi Daerah Khusus Ibukota Jakarta",1,Full Furnished,4898399
394,2 BR Nifarro Park Apartment Near Kemang And Kalibata By Travelio,2,1,45,4,2200,"Jalan Raya Pasar Minggu KM. 18, Pasar Minggu, Jakarta Selatan, DKI Jakarta 12510",-1,Full Furnished,5948899
395,Relaxing 2BR Signature Park Grande Apartment By Travelio,2,1,36,3,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5955345
396,Modern and Gorgeous 1BR The Boulevard Apartment By Travelio,1,1,42,2,2200,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,Full Furnished,5957498
397,Spacious 3BR Apartment @ Northland Ancol Residence By Travelio,3,2,67,4,3500,"Jl. Laksamana R. E. Martadinata No.26, Pademangan Barat, Pademangan, RT.11/RW.11, Pademangan Bar., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14420",1,Full Furnished,5979999
398,Chic and Cozy 1BR Apartment at Green Bay Condominium By Travelio,1,1,44,2,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,Full Furnished,5999999
399,Comfy Studio Tamansari Semanggi Apartment By Travelio,0,1,22,2,1,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,5999999
400,BIG 2BR Grand Palace Kemayoran (76 SQM) By Travelio,2,2,76,4,3500,"Jl. Casa Kb. Kosong Kemayoran Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,5999999
401,Strategic and Comfy 2BR at Signature Park Grande By Travelio,2,1,43,4,3500,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5999999
402,Big 2 BR (76 sqm) Apartment Grand Palace/Pallazo Kemayoran By Travelio,2,2,76,4,3500,"Jalan Benyamin Suaeb , RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,5999999
403,Brand New and Best Studio Bellevue Place Apartment By Travelio,0,1,30,2,1300,"Jl. MT Haryono Kav.21, RT.10/RW.10, Tebet Timur, Tebet, Jakarta Selatan, Jakarta 12810",1,Full Furnished,5850000
